"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AP1S1",0.167575020994262,-0.283750257340139,0.039,0.051,1
"BTBD11",0.167706243388668,0.820819510727093,0.013,0.007,1
"MTRF1",0.167975659768544,-1.83938300844252,0.015,0.009,1
"PQBP1",0.168159205259665,-0.859284201302398,0.15,0.172,1
"TSC22D1",0.168238219770396,-2.4006074148999,0.016,0.023,1
"CRYL1",0.168245653673666,-0.287248514803568,0.055,0.068,1
"XRCC4",0.168269579415424,-0.697005784779543,0.006,0.011,1
"DAG1",0.168367891847811,-0.622124712270837,0.006,0.011,1
"TGIF2",0.168389225891078,-0.689707059604502,0.013,0.02,1
"GYS1",0.168761586191072,0.614758524351425,0.006,0.011,1
"ZMPSTE24",0.168847649439612,0.700036970186062,0.033,0.024,1
"MCUR1",0.16884982300978,-0.385556535133013,0.045,0.058,1
"AGPAT1",0.168850899934834,0.918080680575112,0.028,0.037,1
"ACADM",0.168941461986943,-0.698531444586299,0.071,0.085,1
"RNF185",0.169355046702144,0.818646674162937,0.02,0.013,1
"CISD1",0.170166826610633,0.4706642528879,0.047,0.037,1
"FAF2",0.170365486867691,-0.69023947393097,0.014,0.021,1
"ATXN7L1",0.17054090796144,0.603044053793406,0.033,0.024,1
"IMPAD1",0.170718060651925,-0.670474307736427,0.014,0.021,1
"TOP3A",0.170788639591487,-0.635747393697285,0.014,0.021,1
"NUFIP2",0.170831900665062,0.637410517529231,0.03,0.022,1
"AGO1",0.170901773882103,-0.549837222036129,0.013,0.02,1
"MON2",0.170929867117813,-0.482110086310236,0.014,0.021,1
"NDRG3",0.171484259145565,0.44608804411474,0.039,0.029,1
"ESRRA",0.172486346314161,-0.744977900142844,0.015,0.022,1
"TCP1",0.172513590838323,0.468734993903713,0.179,0.162,1
"AKAP8L",0.17252315057132,0.514424583498857,0.045,0.035,1
"MLXIP",0.172529011523131,-0.370354590153332,0.051,0.064,1
"WDYHV1",0.172631409015669,-1.78706173303017,0.014,0.021,1
"FECH",0.172657445626644,0.522555799929926,0.025,0.017,1
"LRRC27",0.172994568027406,-0.83942039024874,0.007,0.012,1
"ZDHHC3",0.173173883167654,-0.25091067005013,0.056,0.069,1
"ERCC5",0.173319535677978,0.322583413498064,0.039,0.029,1
"CTB-31O20.2",0.173403298782407,0.458073675116842,0.05,0.039,1
"DYRK2",0.173428223126163,0.494842359944747,0.028,0.02,1
"EID2B",0.173673352940334,-0.524968268234227,0.015,0.022,1
"PJA1",0.173693763600942,1.52935138335619,0.025,0.017,1
"TMEM191C",0.17427390810333,-0.357363089523718,0.014,0.021,1
"RRP1",0.174276481935025,0.785466082394372,0.04,0.031,1
"MRPS28",0.174560159745179,-0.362797336585904,0.047,0.059,1
"FAM207A",0.175054225204867,-0.321489080852471,0.063,0.077,1
"LGALS8",0.175153417252605,0.475017029514699,0.072,0.059,1
"HIAT1",0.175158576952046,0.440100166126439,0.045,0.034,1
"HPS6",0.175176933087072,-0.463984794313265,0.016,0.023,1
"GRSF1",0.17519312285383,-0.475810513573783,0.118,0.138,1
"MMAB",0.175389899010179,0.442262943057375,0.048,0.037,1
"METTL2A",0.175497715357154,0.94665147935196,0.018,0.011,1
"HMCES",0.175636860153039,0.331752386631947,0.064,0.051,1
"RP11-254F7.2",0.175803941728482,-0.64245367471887,0.007,0.012,1
"CEP57",0.176137484650151,0.324738377734211,0.1,0.086,1
"AASDH",0.176509155496749,0.59521558929648,0.028,0.02,1
"SOCS5",0.17668269763514,-0.489050906698703,0.007,0.012,1
"TMEM19",0.177010439681868,-0.479831627528068,0.032,0.042,1
"ZNF568",0.177065619702683,0.856839501164617,0.018,0.011,1
"SNX6",0.177119241495056,0.292903615204452,0.164,0.147,1
"CCDC57",0.177294252882248,0.278307932123096,0.094,0.08,1
"HEATR5B",0.177547192862054,-0.603022091812166,0.016,0.024,1
"SP140",0.178153331070437,-0.552106033496206,0.064,0.077,1
"PAFAH1B3",0.178264445397013,0.508840501720278,0.057,0.046,1
"SLMAP",0.178313156643548,0.489977747614751,0.04,0.03,1
"NUP188",0.178351493931428,-0.341287995197,0.007,0.012,1
"DDX41",0.178994297025526,-0.373089093954567,0.044,0.055,1
"ZFYVE19",0.17912630103077,-0.317705381775507,0.015,0.022,1
"RNF219",0.179357582904671,0.759201214742516,0.018,0.011,1
"R3HDM1",0.179861096598456,-0.441778754714162,0.031,0.023,1
"JAGN1",0.179915362397437,-0.421436371505787,0.123,0.141,1
"ARHGEF6",0.180003652818702,-0.279856282974862,0.047,0.059,1
"LANCL1",0.180115990941218,0.615813205225225,0.023,0.015,1
"NAT6",0.180375527895439,0.768506658052938,0.026,0.018,1
"TSG101",0.180382063245233,0.311499897343188,0.113,0.099,1
"HENMT1",0.180434859870405,0.607786289051576,0.051,0.04,1
"AFF1",0.180476565475302,0.261038404668655,0.025,0.017,1
"PRRC2B",0.180498418228811,0.442730612325601,0.052,0.042,1
"PCYOX1",0.180555674739218,1.05563378070515,0.021,0.014,1
"DCBLD1",0.180631519087832,0.574150125508774,0.018,0.011,1
"SYNGAP1",0.180791232428836,0.467932559979556,0.018,0.011,1
"MED17",0.181019649998498,0.319440362796076,0.052,0.041,1
"B4GALT1",0.181072982213511,-0.491622541198276,0.032,0.042,1
"VPS13B",0.18138727847113,-0.306667789985387,0.017,0.024,1
"MADD",0.181427985169972,-1.97858839857833,0.023,0.032,1
"MTAP",0.181777604959138,0.634601795697927,0.034,0.025,1
"SEC22A",0.181855212215814,1.05833182758639,0.016,0.01,1
"ZBTB14",0.181988793216534,0.372817624193662,0.026,0.018,1
"SMIM19",0.182008615740353,0.276142249162122,0.103,0.089,1
"ZBTB38",0.182081356745527,0.547643349828928,0.031,0.023,1
"RP11-421L21.3",0.182431055269388,1.05173302907349,0.023,0.015,1
"MVK",0.182456873498462,1.13336360716028,0.016,0.01,1
"GATAD1",0.182666172822849,-0.503260253675268,0.02,0.028,1
"TMEM38B",0.182744685803764,-0.488739269545812,0.029,0.038,1
"MBD5",0.182796504768357,0.519954939257312,0.018,0.011,1
"NDUFAF1",0.182822199043907,0.486094881279317,0.047,0.037,1
"PEX6",0.182924953600109,0.455097947353504,0.023,0.015,1
"USP4",0.182955276606319,-0.296804406942664,0.045,0.056,1
"CHD7",0.183019289411247,1.46405643901736,0.028,0.02,1
"ABCB8",0.183346873661275,0.50287731873238,0.026,0.018,1
"MAML3",0.183541217290052,-0.407728204794433,0.008,0.013,1
"ABCB7",0.183773196274513,0.464909549106341,0.034,0.025,1
"ZNF362",0.184097406474728,0.960151550077382,0.016,0.01,1
"UBBP4",0.184141890985242,0.57199082061277,0.031,0.023,1
"PCF11",0.184171133858548,0.251434535043039,0.059,0.047,1
"RASGRP2",0.184375659599803,-0.483980342191729,0.232,0.255,1
"MED27",0.184529941735147,0.802080063184014,0.028,0.02,1
"EXOSC9",0.185409049979962,-0.341849939976695,0.038,0.048,1
"ZBTB48",0.185589879055282,-0.526878748351033,0.021,0.029,1
"DMAP1",0.185671720547191,-0.639037730859546,0.056,0.068,1
"FLAD1",0.185725719799039,0.528209582787329,0.058,0.047,1
"FYTTD1",0.185784627057354,0.433964193951483,0.072,0.06,1
"PITPNM1",0.186112753952009,-0.333024784507133,0.016,0.024,1
"SLC22A18",0.18612296067952,-0.598218549610312,0.023,0.031,1
"RAP1GAP2",0.186184252715965,-0.612162412593541,0.023,0.031,1
"VAPB",0.186218530424139,0.452178175955219,0.044,0.034,1
"CREBZF",0.186225339335369,0.822173969068241,0.032,0.024,1
"SNAPC5",0.186343749120425,0.388804584184024,0.094,0.081,1
"PTBP3",0.186473105361139,-0.371754512780884,0.042,0.053,1
"ARMCX5",0.186622390544671,1.77547703343975,0.016,0.01,1
"ARMC8",0.186830241265506,-0.277169791581732,0.044,0.055,1
"NAPG",0.187343050129651,-0.42528049298619,0.019,0.027,1
"PRRT3",0.187674660818876,0.703318513462929,0.016,0.01,1
"C4orf46",0.187808209309244,1.53803030639367,0.011,0.007,1
"USP47",0.187894773979228,0.543154244893557,0.044,0.034,1
"SETD4",0.187949813336309,0.885364232175839,0.021,0.014,1
"FAM129A",0.188340843607929,-0.350540800470961,0.019,0.027,1
"RPS6KA3",0.188594953060255,0.408851091660687,0.043,0.033,1
"REV3L",0.188632929673298,0.540359900315144,0.021,0.014,1
"GZF1",0.188716312927365,-0.863522720418869,0.009,0.014,1
"ZNF638",0.188762626293684,0.529714232407169,0.044,0.034,1
"SLC35B3",0.188986279971855,-0.379279496968733,0.023,0.032,1
"ANKRD13A",0.189104418681703,-0.278392173072308,0.057,0.07,1
"ATP5L2",0.18944435816304,0.373590193747655,0.055,0.044,1
"ZNF780A",0.189531810943674,-0.537611793100961,0.026,0.034,1
"ALAS1",0.189558189138964,-0.404946749631708,0.021,0.029,1
"SETD1A",0.189703745608381,0.44205068284478,0.016,0.01,1
"SKI",0.190079431073952,0.266900962216811,0.026,0.018,1
"GOSR1",0.190230551637295,-0.323764951079472,0.035,0.046,1
"DLGAP4",0.190451021598817,-0.267679319492637,0.041,0.052,1
"ALG14",0.190488121969957,-0.624340376756387,0.009,0.014,1
"BRD1",0.19053826435313,1.00578962095423,0.011,0.007,1
"CUL5",0.190627700121054,-0.364897438575491,0.026,0.035,1
"DPYD",0.190699518169789,-0.328448140719074,0.038,0.048,1
"BRAF",0.190762573768855,-0.323545593736121,0.018,0.026,1
"ZNF264",0.190878112943446,0.747519893258826,0.023,0.016,1
"CSGALNACT2",0.191593518563565,-0.463430443371442,0.028,0.037,1
"BRPF1",0.191692208846846,-0.518308522440948,0.009,0.014,1
"E2F6",0.191702042870747,0.962903361699061,0.011,0.007,1
"ADAL",0.191773677989781,0.984832791404892,0.023,0.016,1
"MED13",0.192191549586344,0.449195475339297,0.021,0.014,1
"PCNXL2",0.19223275813058,1.09272568993042,0.011,0.007,1
"AMBRA1",0.19223275813058,0.857616407460242,0.011,0.007,1
"CCPG1",0.192555104819533,-0.417134692619585,0.042,0.053,1
"INTS5",0.19290614068236,0.530793955314639,0.032,0.024,1
"CTD-2341M24.1",0.193084148092036,0.925175424957049,0.011,0.007,1
"SMUG1",0.193170693443032,-0.317382751172413,0.033,0.042,1
"TMA16",0.193375908686582,-0.255888726820708,0.06,0.073,1
"CTD-2260A17.2",0.193617671689043,0.606018229351246,0.011,0.007,1
"C4orf3",0.193838016165954,-0.577384192635348,0.381,0.361,1
"ZFY",0.194152277032181,0.969166184969778,0.011,0.007,1
"ERF",0.194360881103462,0.571586616427379,0.013,0.008,1
"BMI1",0.194411955469203,0.980726166517371,0.018,0.012,1
"PDCD7",0.194499979110705,0.269886140815095,0.089,0.076,1
"RBM43",0.19455144125477,0.571067923156167,0.023,0.016,1
"SLC41A1",0.194604833142687,0.308444080925258,0.013,0.008,1
"APOBEC3D",0.194687965014212,0.700521965271094,0.011,0.007,1
"C16orf58",0.194741092733623,1.11830546558221,0.018,0.012,1
"PEMT",0.194819697845542,1.51968415218663,0.026,0.019,1
"RNGTT",0.1950596420283,0.333299376042934,0.023,0.016,1
"GNG2",0.195803255459307,-0.256536662460337,0.117,0.134,1
"POU5F2",0.196193658559287,0.689362829371771,0.011,0.007,1
"TMEM33",0.196360543475624,-0.399908991341962,0.026,0.035,1
"MFSD3",0.196424196276615,-0.66880873915246,0.009,0.015,1
"RECK",0.196976958714976,0.74129270404033,0.021,0.015,1
"ANKRD46",0.197102194129706,0.531124357926906,0.023,0.016,1
"PON2",0.197567902841208,-0.437150546969383,0.009,0.015,1
"THUMPD3",0.197933690513125,-1.13640514594664,0.032,0.042,1
"RSBN1L-AS1",0.197950222025406,-0.441952572183905,0.009,0.015,1
"ALG6",0.198034541181027,0.491404971620364,0.029,0.021,1
"COASY",0.198071454033572,-0.258515723990108,0.055,0.067,1
"C1orf52",0.198130619112574,0.282882115592658,0.067,0.055,1
"MYNN",0.198535145921296,0.597129107512311,0.026,0.019,1
"VIM",0.19862558024852,-0.27790006458652,0.848,0.747,1
"STK25",0.198726946751892,-0.331010924806897,0.049,0.06,1
"NKG7",0.198808283613531,-0.987733968637404,0.293,0.306,1
"SURF1",0.198870928948965,0.560574942220049,0.18,0.165,1
"KIAA1407",0.198992592958886,-1.04475027909416,0.011,0.016,1
"MPLKIP",0.199275154241647,-0.287771119816742,0.112,0.131,1
"FAM63B",0.20017132984218,0.305193578704482,0.035,0.026,1
"KAT6B",0.20056308878597,0.330370843848744,0.035,0.026,1
"AFTPH",0.200587937991892,-0.466680625629565,0.032,0.042,1
"DYNLL2",0.200678085855724,0.325815584909218,0.045,0.035,1
"EXOSC6",0.200718563457636,0.540721912045291,0.042,0.033,1
"TTC21A",0.201080452380928,-0.845859380039869,0.011,0.016,1
"PPARA",0.201502259085596,-0.561240357565929,0.01,0.015,1
"SF3B3",0.201565496677169,-0.572800114667219,0.038,0.048,1
"PIEZO1",0.201979951692698,-0.479159608650434,0.031,0.041,1
"REPIN1",0.202033180026577,-0.315994150890649,0.052,0.064,1
"MFSD10",0.202038426131444,0.600390151405996,0.099,0.084,1
"SLC6A6",0.202127134156798,-0.421459735204697,0.026,0.035,1
"CDC5L",0.202362338202383,-0.497128535050429,0.072,0.086,1
"DYRK4",0.202433555893351,0.414362294459461,0.055,0.044,1
"PAN2",0.202443367547589,-0.5009655890199,0.01,0.015,1
"WARS2",0.202820704366325,-1.44238958437396,0.01,0.015,1
"ZMYM6",0.202908934593937,-0.76815314071408,0.011,0.016,1
"AK3",0.20372084313417,0.294184805728412,0.058,0.047,1
"PIGA",0.204078023872131,0.803612157583687,0.016,0.011,1
"C12orf49",0.204357125396443,0.57721646850295,0.03,0.022,1
"HOPX",0.204403507373086,-0.466390787948331,0.161,0.134,1
"ZFAND4",0.204532588204088,1.56573098912366,0.016,0.011,1
"CCNH",0.204598085981165,0.417378971331208,0.137,0.123,1
"KIF20B",0.204770800052262,0.64270869049118,0.021,0.015,1
"TXLNG",0.205039551601379,0.546080977493046,0.033,0.024,1
"PPIG",0.205278386813059,0.524891762792026,0.176,0.161,1
"TRIB3",0.205766967876075,-0.482512592574516,0.011,0.016,1
"WDR81",0.206032392071142,-0.805817133222707,0.011,0.017,1
"SCAI",0.206197185878214,1.61062969197532,0.021,0.015,1
"AP4M1",0.206483968771427,-0.853040318746941,0.011,0.017,1
"NRF1",0.206594683197134,0.569926515893544,0.021,0.015,1
"PDCL3",0.206701583276682,0.40966812911425,0.129,0.117,1
"POLD2",0.206718096568826,0.414621567736368,0.067,0.055,1
"PIAS1",0.206774978081365,0.389420966431073,0.074,0.062,1
"TANK",0.206822803053178,-0.372578028465612,0.108,0.126,1
"POLR3A",0.20711738287608,-0.768396910936489,0.011,0.017,1
"MPC2",0.207145063085842,0.583252471706609,0.166,0.152,1
"NDUFS2",0.207813985628673,-0.273239839960515,0.16,0.183,1
"ANO10",0.208186489774293,-0.519541548567616,0.011,0.016,1
"RPUSD1",0.208309356132518,-0.651878594561527,0.038,0.047,1
"MRPS18A",0.209238559200393,-0.589875985120661,0.057,0.068,1
"IDH3B",0.209948886144684,-0.295176588905434,0.165,0.184,1
"ALKBH6",0.210000603308792,0.390013108451743,0.035,0.027,1
"FBXL4",0.210130686318348,0.490314830028806,0.024,0.017,1
"NNT-AS1",0.21016717750666,-0.321136377005239,0.027,0.02,1
"ST20",0.210851468193226,-1.31576107984888,0.013,0.02,1
"TBCE",0.211682811066606,-0.332366034485933,0.011,0.017,1
"STRADA",0.211774662583687,0.63559736591762,0.014,0.009,1
"INF2",0.212557584454599,0.439533676445241,0.027,0.02,1
"COMMD8",0.212630495634345,0.435985021577097,0.129,0.115,1
"NSUN4",0.2126668978197,-0.764259543725051,0.012,0.018,1
"ARGLU1",0.212811642674516,0.309660566070917,0.186,0.169,1
"GBP4",0.212847958786393,-0.629922804234054,0.051,0.063,1
"SLC25A44",0.212881648245969,-0.326171921928498,0.011,0.017,1
"RERE",0.213883787151058,-0.40425359501275,0.043,0.053,1
"GORASP1",0.214038990162653,-0.295763576612376,0.011,0.017,1
"ZNF529",0.214398259766238,0.582347448083515,0.014,0.009,1
"RAVER1",0.214642601163351,-0.421207069545201,0.011,0.017,1
"ZNF699",0.214803961312313,0.721467978675533,0.014,0.009,1
"WDR76",0.215210215933745,0.765544319153646,0.014,0.009,1
"VIPAS39",0.215576498588306,-0.717583671064267,0.013,0.02,1
"UBA3",0.215661708893887,-0.253380959261712,0.082,0.095,1
"AUH",0.215991775333089,0.261695813240063,0.033,0.024,1
"POGLUT1",0.216091565474737,0.673833101737575,0.025,0.018,1
"LIN7B",0.216382922362209,0.76303513429317,0.022,0.015,1
"MDM4",0.216401859377864,-0.336929610385992,0.064,0.077,1
"STPG1",0.217313497575137,1.31990966179088,0.012,0.007,1
"RNF187",0.217430476559892,-0.259999772330291,0.133,0.152,1
"ZSWIM8",0.217749271387631,-0.438433853089651,0.013,0.02,1
"CHMP6",0.218005885643237,-0.379739631904749,0.052,0.064,1
"RANBP9",0.218446047168966,0.730371025284268,0.022,0.015,1
"PSD4",0.218789503034817,-0.284586818302003,0.04,0.051,1
"IL15RA",0.218811588977268,0.569880794680204,0.022,0.015,1
"FGD5-AS1",0.218924922760604,-0.305200999417045,0.042,0.052,1
"ZBED5",0.21905231387136,0.604751524634421,0.025,0.018,1
"WDR37",0.219266439471176,0.363923415105056,0.036,0.028,1
"KANSL3",0.21941107666863,-0.313043825739893,0.013,0.02,1
"PPP1R12C",0.219480063444126,-0.288477597121922,0.013,0.019,1
"C19orf73",0.219597790015211,1.42830726780794,0.01,0.006,1
"ACSS1",0.219625202919832,-0.316618137004538,0.05,0.06,1
"SMDT1",0.220227324475037,0.301252032846045,0.394,0.376,1
"MSL1",0.220391271948726,-0.581788100040259,0.033,0.042,1
"ELK4",0.220406821616831,-0.653067597880509,0.015,0.021,1
"SMG5",0.220553334914224,-0.61958659306042,0.013,0.02,1
"AKAP10",0.220939231972773,0.484874413777068,0.046,0.037,1
"RP11-661A12.7",0.221017174622231,0.953978525773879,0.017,0.011,1
"SPTY2D1",0.221027008182453,-0.785612220902806,0.018,0.024,1
"TBC1D22B",0.221298385134876,0.901747845409516,0.017,0.011,1
"NUPL2",0.221411383847864,0.696067246423115,0.066,0.055,1
"ELP3",0.221955835787279,0.667700931021128,0.034,0.026,1
"TBK1",0.221981022872074,0.307876237257679,0.036,0.028,1
"ZNF419",0.222235115734227,1.04542393689879,0.01,0.006,1
"ATP5SL",0.222313282336166,-0.828326647543912,0.05,0.061,1
"FAHD2B",0.222606667743359,0.565191803923985,0.012,0.007,1
"MAGT1",0.223007169377778,-0.446142264074536,0.033,0.042,1
"HSPBAP1",0.223104603243537,-0.522321180880603,0.028,0.036,1
"ZBED4",0.22317515620209,0.535925424377727,0.012,0.007,1
"SLC30A6",0.223372311044199,1.10547269377035,0.01,0.006,1
"FLVCR1",0.223507843565335,-1.36282843542856,0.006,0.01,1
"ZNF816",0.223516747480629,0.449030143841897,0.012,0.007,1
"NIFK-AS1",0.223556627777574,0.321213644789715,0.043,0.034,1
"BTN3A1",0.223658778666338,0.817876619868365,0.063,0.052,1
"CTD-2162K18.5",0.223744682666619,0.748576130427866,0.012,0.007,1
"SLC35F2",0.22375230390135,0.846353406212782,0.01,0.006,1
"FAM200A",0.224132755618419,0.408412560056906,0.01,0.006,1
"CLOCK",0.224287277074758,-0.84637520827459,0.006,0.01,1
"HIST1H1C",0.224341525871005,-0.378398463989965,0.064,0.076,1
"NAF1",0.224516962288297,0.397334335419514,0.025,0.018,1
"RFC3",0.224640743637666,0.613005825000934,0.01,0.006,1
"F11R",0.224677721590801,-1.10089160426951,0.006,0.01,1
"EFCAB4B",0.224830504524798,-0.387059392108386,0.016,0.022,1
"HIST1H3D",0.224895042739845,0.821431525674212,0.01,0.006,1
"NKTR",0.225178193450988,0.38910892859909,0.139,0.125,1
"TAF4",0.225199069431434,-0.707758706748253,0.006,0.01,1
"FTSJ3",0.225343210483871,-0.379712233146504,0.033,0.042,1
"C14orf166",0.225457749978245,-0.26457093701114,0.317,0.295,1
"AC093627.10",0.225460067117618,-0.946522734611297,0.006,0.01,1
"PRIM1",0.225993427395219,1.06899534980249,0.023,0.016,1
"ADAM17",0.226101788286114,-0.287860587718146,0.015,0.021,1
"SMARCAL1",0.226173292721095,0.300087542350308,0.022,0.015,1
"TPM1",0.226372462074388,-1.35704874630635,0.024,0.032,1
"SIMC1",0.226553024722625,0.619913865218039,0.01,0.006,1
"ACD",0.227151916911875,0.740440714328359,0.047,0.037,1
"DNHD1",0.227293099862324,-0.45364741357235,0.006,0.01,1
"FKBPL",0.227424436135901,-0.512980548018426,0.006,0.01,1
"ST3GAL3",0.227529634425023,-0.309763785772869,0.012,0.007,1
"RP11-119F19.2",0.227555826495351,-0.408366070375865,0.006,0.01,1
"LRR1",0.227654566423214,-0.585517049131902,0.016,0.023,1
"NFYC-AS1",0.227818769499771,-0.568263611424005,0.006,0.01,1
"ZFR",0.22803251848009,0.35856125849991,0.043,0.034,1
"CEP152",0.2280819289313,-0.492346221151074,0.006,0.01,1
"METTL25",0.228316246210965,0.694528446106749,0.017,0.011,1
"CSNK1G1",0.228608897297758,-0.278292333872145,0.006,0.01,1
"MRE11A",0.228659425286916,0.271373841790685,0.017,0.024,1
"ARL6IP6",0.228704642847649,0.305530195597242,0.091,0.079,1
"SLC35A5",0.228822503488248,-0.426561623934803,0.017,0.024,1
"CMTR1",0.228944235928019,-0.43295773428841,0.024,0.032,1
"WIBG",0.228959120794077,0.621161922177228,0.089,0.077,1
"DNAJC10",0.229006627164856,-1.17461081913567,0.03,0.039,1
"PHF6",0.229014997440874,-0.463804172750811,0.019,0.026,1
"TRAPPC10",0.229092443204813,-0.407072593585416,0.019,0.026,1
"MCM7",0.229221417037344,0.39742583359513,0.034,0.026,1
"ZNF330",0.229255241626376,-0.53839137940829,0.052,0.064,1
"NFYB",0.229282909223486,0.742363890098461,0.028,0.021,1
"AAMDC",0.229689433539259,0.337774490183239,0.034,0.026,1
"DGCR2",0.22969825450167,-0.457142847473951,0.026,0.033,1
"SNX13",0.229880872499978,-0.417476711416743,0.018,0.025,1
"TTC14",0.229920750880892,0.521564191450059,0.086,0.073,1
"MAPRE2",0.230931463227764,-0.306295825045044,0.072,0.084,1
"RFNG",0.231102084049353,1.06885876619574,0.02,0.014,1
"LPCAT4",0.231639435591587,0.77708378499508,0.028,0.021,1
"RP11-140K17.3",0.2319367342667,-0.406084788761472,0.017,0.024,1
"ARFIP2",0.232101639479815,0.380475630949848,0.058,0.048,1
"KLF8",0.232577578889889,-0.752303611496627,0.006,0.011,1
"CRADD",0.232787110632798,-0.391262865887194,0.023,0.031,1
"NFE2L1",0.232963676880813,0.58926011810983,0.023,0.016,1
"DDX60",0.232982072251435,0.501495818621511,0.031,0.024,1
"SYNE1",0.233011452059668,0.389381974619616,0.06,0.049,1
"SPRYD4",0.233214748015668,-0.888009608832963,0.006,0.011,1
"RP11-488L18.10",0.23334232716558,-0.939469827041886,0.006,0.011,1
"CHIC1",0.233725370759583,-0.801575104076188,0.006,0.011,1
"AXIN1",0.233840341355735,0.705170248545758,0.023,0.016,1
"NQO1",0.233853154026323,-0.749699666779868,0.006,0.011,1
"C1orf50",0.2339930517728,-0.509892799634091,0.05,0.061,1
"CTC-241F20.3",0.234107350217183,-0.287161318673353,0.03,0.038,1
"CRYZL1",0.234129698878261,0.25620889951035,0.084,0.072,1
"VARS",0.234245139399065,-0.452174701540158,0.019,0.026,1
"WDSUB1",0.234433790114822,-0.315680525956082,0.024,0.032,1
"MAP2K5",0.234771719126154,0.507985251654828,0.02,0.014,1
"METTL2B",0.234845102094471,0.601485706839093,0.023,0.016,1
"MAN2B2",0.235175861530852,-0.546602273540262,0.022,0.029,1
"TRAPPC2",0.235393291537728,0.537938280891953,0.031,0.024,1
"GABPA",0.235427570033394,-0.292864024343435,0.019,0.026,1
"MTG2",0.235527407905569,-0.276285068786777,0.03,0.038,1
"C6orf136",0.23576724106426,-0.279457392900769,0.023,0.03,1
"BOD1L1",0.235807172607081,-0.576442094197325,0.023,0.031,1
"PSPC1",0.23607439422077,0.352193041886749,0.079,0.068,1
"TET3",0.236161667966212,-0.618910000077063,0.006,0.011,1
"TECPR2",0.236419161005078,-0.50963248805893,0.006,0.011,1
"PHF23",0.236537580746529,0.29225936414858,0.033,0.025,1
"ERAL1",0.236717814165761,-0.273221983288757,0.021,0.029,1
"NPLOC4",0.236755622403661,-0.30644494082566,0.021,0.029,1
"DAAM1",0.237029449772023,0.398925963651173,0.02,0.014,1
"C19orf68",0.237192831056156,-0.552995770159812,0.006,0.011,1
"GEMIN6",0.23760380866106,-0.329685346336221,0.03,0.038,1
"PPP2R5D",0.238131674881841,0.384772051561904,0.023,0.016,1
"MARK2",0.238186813972977,-0.256631229573753,0.02,0.027,1
"MIR4519",0.238216370853278,0.483925683875122,0.023,0.016,1
"PDRG1",0.238408413514113,0.426128226904317,0.047,0.037,1
"PIGF",0.238948780574378,0.353870061721621,0.034,0.043,1
"ALG8",0.239080010104264,0.454936783921774,0.026,0.019,1
"NSUN6",0.239226842714357,0.610295670929166,0.015,0.01,1
"CSTF1",0.23933109589538,0.312643549159263,0.031,0.024,1
"THOC1",0.239439135549143,0.424548554390199,0.031,0.024,1
"MAN1A2",0.239675187471607,0.35671411888455,0.034,0.026,1
"PPIE",0.239691203337824,0.266304263742789,0.127,0.112,1
"TCEAL3",0.240054652328269,0.293295939390554,0.034,0.026,1
"NACA2",0.240359746757829,0.430660768337956,0.026,0.019,1
"HERC1",0.240776270055588,0.560862639116715,0.053,0.044,1
"UIMC1",0.240921047515099,-0.951498337384061,0.038,0.046,1
"WDR55",0.241178067158445,0.653641923824786,0.035,0.045,1
"SRBD1",0.241208815336661,-0.257209981497039,0.021,0.029,1
"PTDSS1",0.241283135152812,-0.312905894602265,0.074,0.086,1
"FADD",0.241498463709588,0.285141020045888,0.031,0.024,1
"UBN2",0.241874423669437,-1.03425596044165,0.007,0.011,1
"RP11-1094M14.11",0.242009395492601,-0.550851168755338,0.056,0.067,1
"SLC7A6OS",0.242207325033015,0.281946231023893,0.035,0.027,1
"ZNF7",0.243418439350113,0.273311745471881,0.026,0.019,1
"GPALPP1",0.243661077270828,0.42754667217902,0.026,0.019,1
"FLYWCH2",0.244144943228064,-0.252620551843606,0.071,0.084,1
"MRPS24",0.244517091127403,-0.975980712372842,0.007,0.011,1
"FAM53C",0.244573927602951,-0.322141266877617,0.044,0.054,1
"PRICKLE3",0.24502274572449,-0.807126506139622,0.007,0.011,1
"SETD8",0.24502274572449,-0.251629424285493,0.007,0.011,1
"TOMM40L",0.245275847982898,-0.484598371062677,0.007,0.011,1
"CSE1L",0.246749172901076,0.278072365739932,0.026,0.019,1
"ZNF667-AS1",0.246772055998445,-1.14645922196694,0.008,0.012,1
"SRRM1",0.247031674988346,0.339961452532346,0.179,0.168,1
"ILVBL",0.247106699342782,0.481118341662917,0.029,0.022,1
"ZNF586",0.247184258439546,0.430062443695372,0.032,0.024,1
"TPGS2",0.247309783843979,-0.258803943014494,0.047,0.058,1
"DBN1",0.24747357464623,0.788997200159494,0.013,0.008,1
"EAF1",0.247709715016727,0.65961925182186,0.013,0.008,1
"RP11-640M9.1",0.247727542228401,0.569202366078863,0.018,0.012,1
"KMT2E-AS1",0.247769127494471,0.262548529017266,0.062,0.051,1
"METAP1",0.248112086345839,0.428895337569267,0.046,0.037,1
"C4orf32",0.248540417886266,0.49814411197136,0.035,0.028,1
"ORMDL2",0.248638431776321,-0.469365726173976,0.089,0.103,1
"ZNF134",0.249129869380493,0.497759050562657,0.013,0.008,1
"AUTS2",0.24972327457581,-0.958426287495135,0.009,0.013,1
"C18orf8",0.25020939170202,-0.277415046236164,0.043,0.053,1
