"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CD3D",0,3.79999718055627,0.886,0.099,0
"IL32",0,2.46581261887413,0.867,0.191,0
"CD3E",0,2.93482483264606,0.773,0.156,0
"IL7R",0,3.27254170540548,0.636,0.134,0
"LDHB",0,2.09841899861175,0.884,0.435,0
"CD2",0,3.05998823019015,0.519,0.087,0
"LCK",0,2.20593207278966,0.561,0.131,0
"LTB",0,1.34645626483473,0.876,0.506,0
"CD7",0,1.1135963889025,0.538,0.172,0
"NOSIP",0,1.89695327977472,0.597,0.236,0
"AES",0,1.40220742719628,0.661,0.301,0
"PTPRCAP",0,0.554677401381438,0.809,0.45,0
"CD27",0,3.13103261667533,0.398,0.057,0
"GIMAP7",0,1.00867372284548,0.692,0.365,0
"CD3G",0,3.14360359996181,0.371,0.045,0
"EVL",0,1.06544432713754,0.665,0.381,0
"GIMAP5",0,2.1295331720178,0.415,0.138,0
"TRAT1",0,3.66080097725405,0.3,0.027,0
"PIK3IP1",0,2.12811185186154,0.378,0.107,0
"RARRES3",0,0.939343314156248,0.597,0.328,0
"PRDX2",0,1.53029416862229,0.415,0.148,0
"LAT",0,2.17777042780258,0.344,0.077,0
"AQP3",0,3.87420411656506,0.29,0.026,0
"SPOCK2",0,2.41755475235318,0.331,0.069,0
"IFITM1",0,0.846114897008959,0.597,0.339,0
"PRKCQ-AS1",0,3.38525695107162,0.286,0.034,0
"ACAP1",0,1.54178353336989,0.418,0.17,0
"CCR7",0,2.33974815341515,0.311,0.064,0
"IL2RG",0,0.786110779165842,0.554,0.311,0
"TCF7",0,2.1231662911809,0.344,0.105,0
"C12orf57",0,1.57102185564446,0.413,0.174,0
"DNAJB1",0,1.7666815691333,0.401,0.167,0
"ZFP36L2",0,1.0950477210681,0.76,0.528,0
"RGCC",0,1.73623915784418,0.338,0.107,0
"TMEM66",0,1.08723199248812,0.845,0.614,0
"PEBP1",0,1.06539186526484,0.489,0.258,0
"LEF1",0,2.85792471190037,0.272,0.042,0
"LEPROTL1",0,1.69822883344112,0.366,0.137,0
"HSPA8",0,0.843672335280189,0.782,0.553,0
"CXCR4",0,0.511963207615846,0.707,0.479,0
"OCIAD2",0,1.63559266752554,0.332,0.105,0
"CD69",0,0.957478428782814,0.466,0.24,0
"FLT3LG",0,2.61673313926486,0.277,0.053,0
"TMEM123",0,0.933743426202187,0.528,0.312,0
"TRAF3IP3",0,0.978606699504075,0.583,0.367,0
"MAL",0,4.38402128783049,0.234,0.019,0
"RPSAP58",0,0.854024014536422,0.836,0.621,0
"RHOH",0,1.29873897038928,0.348,0.138,0
"HINT1",0,0.72701486624022,0.738,0.531,0
"GIMAP4",0,1.11177300410003,0.555,0.35,0
"EIF4A2",0,0.67452226646387,0.734,0.533,0
"ARHGAP15",0,1.30690358472523,0.37,0.17,0
"CD8B",0,4.79235086474009,0.22,0.021,0
"GZMM",0,0.481442446349917,0.335,0.14,0
"SOD1",0,0.81358109745293,0.6,0.412,0
"SIT1",0,2.35154641625812,0.23,0.046,0
"NPM1",0,0.946813208934671,0.915,0.732,0
"GYPC",0,1.0740224896094,0.375,0.198,0
"MZT2A",0,1.26325938590718,0.343,0.167,0
"ITM2A",0,2.99359518366214,0.209,0.033,0
"BIN1",0,1.0103891194353,0.332,0.157,0
"SNRPD2",0,0.702707979438816,0.648,0.478,0
"LDLRAP1",0,3.1293148555809,0.206,0.037,0
"CALM1",0,0.521358286633638,0.755,0.588,0
"PPA1",0,0.980436504358625,0.393,0.227,0
"CD40LG",0,3.37228040377266,0.181,0.017,0
"FYB",0,0.626146620521595,0.446,0.283,0
"DUSP2",0,1.15297125627623,0.335,0.173,0
"DDX5",0,0.620971463388472,0.889,0.727,0
"NDFIP1",0,1.04211179760938,0.399,0.24,0
"BTG2",0,0.827947821930582,0.436,0.277,0
"PPP2R5C",0,1.27744274651724,0.317,0.159,0
"JUN",0,0.82098313516483,0.816,0.659,0
"PIM1",0,1.2521747829491,0.258,0.102,0
"C6orf48",0,0.771943782964189,0.618,0.462,0
"CMPK1",0,0.788278908090102,0.449,0.294,0
"MGAT4A",0,2.41997604716142,0.2,0.045,0
"SEPT1",0,1.13153346236706,0.305,0.15,0
"CD6",0,2.77114421309563,0.182,0.029,0
"AAK1",0,1.87782125854559,0.216,0.064,0
"PBXIP1",0,1.64457391152775,0.232,0.082,0
"OXNAD1",0,2.45404817888697,0.187,0.037,0
"ANXA2R",0,1.03222151267496,0.248,0.098,0
"ANKRD12",0,0.848893564402078,0.362,0.212,0
"CD8A",0,2.54607720710902,0.186,0.04,0
"RPL22",0,0.616921160446306,0.879,0.735,0
"TTC39C",0,2.15149113961657,0.201,0.057,0
"SUSD3",0,2.07972904795985,0.21,0.066,0
"TNFAIP8",0,0.971508846401362,0.322,0.179,0
"SLC2A3",0,1.16785920037117,0.318,0.177,0
"GLTSCR2",0,0.629197957880404,0.899,0.759,0
"MYL12A",0,0.450824412914191,0.939,0.8,0
"MYC",0,1.11411511396166,0.21,0.076,0
"PSIP1",0,1.10857049994017,0.251,0.118,0
"COMMD6",0,0.572035895424026,0.663,0.531,0
"RPS21",0,0.577855509568395,0.927,0.795,0
"TRABD2A",0,3.01909661279919,0.156,0.027,0
"NGFRAP1",0,1.09386511930985,0.151,0.022,0
"OPTN",0,1.52988313195652,0.203,0.075,0
"TOMM7",0,0.565869818704978,0.838,0.711,0
"GZMK",0,2.56930479732957,0.172,0.046,0
"RPS29",0,0.98324520313297,0.985,0.86,0
"RORA",0,1.94449244443922,0.174,0.051,0
"LYAR",0,0.704135849618718,0.24,0.117,0
"NUCB2",0,1.84703235229151,0.173,0.051,0
"BCL11B",0,2.66670793067191,0.138,0.017,0
"SELM",0,1.67036587713083,0.16,0.039,0
"BTG1",0,0.70811056598178,0.937,0.817,0
"BEX2",0,1.29528756758827,0.164,0.044,0
"SVIP",0,1.0470330853572,0.189,0.071,0
"RPS26",0,0.732500017482569,0.969,0.853,0
"STMN3",0,1.62443054464109,0.16,0.045,0
"RGL4",0,1.9544988276456,0.164,0.049,0
"SH3YL1",0,2.08088201307569,0.153,0.038,0
"LINC00861",0,2.4116362567078,0.142,0.029,0
"TC2N",0,1.82787981810057,0.155,0.046,0
"RCAN3",0,1.86726146259287,0.159,0.052,0
"LINC00176",0,4.39944880061338,0.111,0.005,0
"GPR183",0,1.44977012804264,0.17,0.065,0
"FHIT",0,2.60292046076227,0.13,0.026,0
"GATA3",0,2.47515420176831,0.127,0.024,0
"ETS1",0,1.75780397989173,0.149,0.046,0
"CD5",0,2.87368320772715,0.121,0.019,0
"TMEM204",0,2.58336896291169,0.125,0.024,0
"RPL38",0,0.526229397123084,0.94,0.839,0
"PASK",0,3.54874975887984,0.111,0.011,0
"RPL36A",0,0.712085019183269,0.954,0.854,0
"EEF1B2",0,0.491459545566439,0.934,0.835,0
"NELL2",0,3.86967126388477,0.111,0.012,0
"RP11-664D1.1",0,4.49760914989637,0.103,0.005,0
"CAMK4",0,1.86491509896,0.143,0.046,0
"CISH",0,2.77372630095563,0.123,0.027,0
"ITK",0,2.34847417124234,0.123,0.029,0
"CDC25B",0,1.82023874468028,0.132,0.038,0
"ATP6V0E2",0,1.84979723542351,0.13,0.037,0
"TESPA1",0,2.66557269349489,0.113,0.021,0
"FAM102A",0,2.35485871856775,0.116,0.027,0
"SIRPG",0,3.33977716758716,0.1,0.012,0
"EPHX2",0,3.97843423927024,0.095,0.007,0
"TNFRSF4",0,3.07486516220302,0.099,0.012,0
"C14orf64",0,3.47452059105349,0.094,0.007,0
"NSG1",0,3.2368527488267,0.094,0.01,0
"TNFRSF25",0,2.83011516704911,0.103,0.019,0
"SCGB3A1",0,3.83533974221391,0.091,0.007,0
"CD28",0,2.52289447065104,0.101,0.018,0
"RPS4Y1",0,0.485235400746733,0.926,0.844,0
"FBLN5",0,5.11551519130551,0.082,0.002,0
"CRIP2",0,2.74661398182277,0.097,0.017,0
"GPR171",0,3.06095406520262,0.086,0.009,0
"AC013264.2",0,4.67884688720712,0.079,0.004,0
"LINC00649",0,3.56279907849206,0.084,0.011,0
"RPLP0",0,0.782477193316581,0.985,0.912,0
"RPSA",0,0.813704188063363,0.992,0.92,0
"RPS20",0,0.806901133744818,0.987,0.917,0
"CMTM8",0,3.38732429435011,0.074,0.006,0
"PCSK1N",0,6.11441545483734,0.067,0.002,0
"TBC1D4",0,4.70980015377145,0.066,0.003,0
"RPL37",0,0.39073671680797,0.983,0.921,0
"PLEKHB1",0,4.19075047620515,0.065,0.004,0
"HNRNPA1",0,0.34856556947995,0.957,0.898,0
"RPL36",0,0.63795523407769,0.985,0.928,0
"RPL37A",0,0.371302584605642,0.98,0.927,0
"RPL24",0,0.451601607023609,0.977,0.925,0
"RPL31",0,0.886571663667436,0.996,0.945,0
"RPS27A",0,1.04873348181308,0.997,0.947,0
"RPL34",0,0.671759463500912,0.933,0.883,0
"HLA-A",0,0.335243321838857,0.988,0.94,0
"RPL27",0,0.461153676172357,0.98,0.932,0
"RPL5",0,0.613803875635071,0.994,0.951,0
"RPL9",0,0.873536566732302,0.997,0.955,0
"RPL4",0,0.537768849876525,0.985,0.944,0
"RPS13",0,0.702400918681168,0.986,0.947,0
"RPL17",0,0.607691402920834,0.98,0.942,0
"RPS10",0,0.602505951295165,0.991,0.954,0
"RPS25",0,0.955085383651466,0.998,0.962,0
"JUNB",0,0.93955973840669,0.923,0.887,0
"RPL35",0,0.402573448841816,0.987,0.954,0
"RPS5",0,0.48670548165503,0.994,0.961,0
"RPL7",0,0.584997519154069,0.985,0.953,0
"RPL30",0,0.779354397915451,0.999,0.969,0
"RPL35A",0,0.606380958411815,0.999,0.97,0
"RPS3A",0,0.819717318451358,0.994,0.965,0
"RPS23",0,0.488544513565992,0.996,0.967,0
"RPS28",0,0.601710108311761,0.988,0.959,0
"RPS16",0,0.483074079086501,0.998,0.971,0
"RPL18",0,0.454127785541099,0.996,0.969,0
"RPS15A",0,0.804365029038823,0.998,0.974,0
"RPL7A",0,0.386358162133484,0.989,0.966,0
"TPT1",0,0.782870723930428,0.996,0.974,0
"RPS7",0,0.438125341457786,0.999,0.979,0
"RPS8",0,0.486404143535046,0.996,0.977,0
"RPL27A",0,0.665708243883913,0.999,0.98,0
"RPL23A",0,0.768294763411271,1,0.981,0
"RPL14",0,0.573298738285223,0.996,0.978,0
"RPL10A",0,0.567555046105707,0.995,0.977,0
"RPLP2",0,0.653842259796783,1,0.984,0
"RPS12",0,0.90647487473806,1,0.986,0
"RPL21",0,0.75070713982406,0.999,0.986,0
"RPS15",0,0.38441284550082,0.998,0.985,0
"RPS27",0,0.820055459342188,0.999,0.987,0
"EEF1A1",0,0.621548203832537,0.997,0.985,0
"RPS4X",0,0.583119717525217,0.999,0.987,0
"RPS19",0,0.330197820926848,0.999,0.988,0
"RPL19",0,0.403010159121092,0.999,0.989,0
"RPS14",0,0.668836304260051,1,0.991,0
"RPS3",0,0.822503552183276,1,0.991,0
"RPL6",0,0.329669320390649,0.998,0.989,0
"RPS6",0,0.738178186551979,1,0.992,0
"RPL32",0,0.520068570086562,0.999,0.992,0
"RPS2",0,0.335598262518039,1,0.993,0
"RPL11",0,0.432191541341021,0.999,0.993,0
"RPL13",0,0.571330066567164,1,0.994,0
"RPL3",0,0.775994427032817,0.999,0.993,0
"RPL15",0,0.251438190074804,0.998,0.993,0
"RPS18",0,0.618081128361897,0.999,0.995,0
"RPL10",0,0.384439625251481,1,0.996,0
"RPLP1",0,0.323188834054131,0.999,0.995,0
"RPL13A",0,0.540172356469887,1,0.998,0
"MALAT1",0,0.809765762422458,1,0.999,0
"B2M",0,0.3005667072704,1,0.999,0
"HLA-DRA",3.3697033720658e-285,-4.64639121398833,0.306,0.852,4.62121120445104e-281
"HLA-DRB1",4.45344901574702e-255,-3.80946524465452,0.179,0.783,6.10745998019547e-251
"CD74",8.18638957511614e-254,-3.11446243294566,0.758,0.943,1.12268146633143e-249
"TYROBP",9.10898717047383e-235,-5.38662539345817,0.135,0.699,1.24920650055878e-230
"HLA-DPA1",3.95133355626005e-230,-3.63008344195555,0.244,0.781,5.41885883905503e-226
"FCER1G",4.2704789051775e-223,-4.91200528365161,0.098,0.658,5.85653477056042e-219
"HLA-DRB5",4.61017668198684e-213,-3.98882564171902,0.088,0.654,6.32239630167676e-209
"CYBA",2.04011457225561e-208,-1.63074552530166,0.765,0.941,2.79781312439134e-204
"HLA-DPB1",2.50335746936328e-205,-3.36116750094053,0.293,0.778,3.4331044334848e-201
"FTL",1.42488545219831e-186,-2.90717915124956,0.983,0.998,1.95408790914477e-182
"CST3",2.66415490863868e-170,-5.01405750201697,0.191,0.637,3.65362204170709e-166
"OAZ1",6.41659809663255e-163,-1.51258763368948,0.876,0.954,8.79972262972188e-159
"CTSS",2.51411986866185e-162,-2.90190862844903,0.345,0.727,3.44786398788286e-158
"TYMP",4.92103176546185e-158,-3.7086197065289,0.139,0.59,6.74870296315439e-154
"LST1",2.3628352553741e-155,-4.29360906724586,0.155,0.588,3.24039226922004e-151
"S100A9",5.68791571802238e-151,-6.20663793949112,0.159,0.585,7.80040761569589e-147
"FTH1",1.70794152883434e-150,-2.41081395663831,0.987,0.993,2.34227101264341e-146
"FCN1",6.39632006974738e-147,-4.70973711032558,0.099,0.524,8.77191334365156e-143
"HLA-DMA",8.91230077299325e-145,-3.81015930998952,0.062,0.5,1.22223292800829e-140
"LGALS1",1.54206477535975e-141,-3.00699528033254,0.305,0.675,2.11478763292836e-137
"CFD",9.37188110313464e-141,-4.74810770160189,0.04,0.448,1.28525977448388e-136
"SPI1",4.90618303325487e-139,-4.89914999065149,0.028,0.427,6.72833941180573e-135
"CD68",1.25446720897687e-138,-4.61749274387036,0.035,0.438,1.72037633039089e-134
"ARPC3",3.57142374194837e-138,-1.25957020028469,0.738,0.909,4.897850519708e-134
"SAT1",6.14292284352253e-138,-2.52548016620122,0.442,0.763,8.4244043876068e-134
"LGALS2",1.95026237061212e-136,-5.79565229055276,0.032,0.423,2.67458981505746e-132
"S100A8",9.88433561203147e-136,-6.29159230147617,0.088,0.494,1.355537785834e-131
"LYZ",1.83335797398284e-132,-4.74108047888667,0.486,0.741,2.51426712552007e-128
"PSAP",7.83035100367912e-132,-2.36457140597603,0.352,0.691,1.07385433664455e-127
"GSTP1",1.3717740361847e-130,-2.64647833683696,0.281,0.666,1.88125091322369e-126
"LY86",1.51753755713428e-125,-4.90673767261343,0.022,0.387,2.08115100585396e-121
"IFI30",7.57386006673588e-125,-7.50561982172566,0.005,0.35,1.03867916955216e-120
"AIF1",2.64984978350914e-124,-3.64018931018182,0.206,0.568,3.63400399310444e-120
"HLA-DQA1",1.2628286568995e-123,-4.54525193999035,0.043,0.42,1.73184322007197e-119
"NPC2",1.3431401642009e-123,-2.70873936845235,0.245,0.618,1.84198242118512e-119
"IFITM3",2.80587203511081e-120,-4.5212167455239,0.054,0.424,3.84797290895097e-116
"SERPINA1",1.09466486134343e-115,-3.70716760753278,0.074,0.445,1.50122339084639e-111
"GRN",6.67208968093315e-115,-3.66332628746337,0.071,0.44,9.15010378843173e-111
"PYCARD",5.86829555092881e-110,-2.5253011499011,0.196,0.574,8.04778051854377e-106
"HLA-DQB1",1.61631059096042e-109,-3.87627166582711,0.072,0.434,2.21660834444312e-105
"CFP",4.03498396084203e-107,-3.82477560070862,0.048,0.392,5.53357700389875e-103
"FGR",2.77032400569065e-106,-3.38043320635969,0.053,0.403,3.79922234140415e-102
"CEBPD",1.82090283403437e-104,-3.23806474541628,0.062,0.412,2.49718614659473e-100
"GABARAP",9.23037236502303e-102,-1.92592172157228,0.345,0.656,1.26585326613926e-97
"GPX1",1.69166405905916e-101,-2.87910226589924,0.268,0.601,2.31994809059373e-97
"FAM26F",1.81999845104513e-100,-3.12923804083732,0.069,0.413,2.4959458757633e-96
"MS4A6A",5.23716608544339e-96,-5.05349436581186,0.021,0.316,7.18224956957706e-92
"AP1S2",6.3944132104759e-96,-2.67353048483692,0.137,0.483,8.76929827684665e-92
"NCF2",2.23697333652843e-95,-4.05794341613709,0.033,0.341,3.06778523371509e-91
"CDA",2.46390580593021e-94,-5.03808902494272,0.014,0.299,3.37900042225269e-90
"HLA-DMB",1.11764508329936e-92,-3.55084435103745,0.039,0.345,1.53273846723674e-88
"CD14",2.87457354607921e-89,-5.11764924322589,0.017,0.29,3.94219016109304e-85
"TKT",2.06536187759531e-87,-2.26037379947883,0.198,0.527,2.83243727893421e-83
"BRI3",2.64937018360873e-86,-3.07833285792666,0.062,0.369,3.63334626980101e-82
"RAC1",2.05552586062987e-85,-1.74100124978845,0.29,0.613,2.81894816526781e-81
"COTL1",6.37918127502516e-85,-2.06007047053449,0.563,0.707,8.74840920056951e-81
"SLC7A7",8.78573001713684e-83,-4.53719653118363,0.017,0.275,1.20487501455015e-78
"LGALS3",1.0326640421774e-82,-2.746050655287,0.1,0.415,1.41619546744209e-78
"HCK",1.71036388156425e-82,-3.90186979586708,0.026,0.293,2.34559302717721e-78
"FCGRT",3.87189190189959e-82,-2.72265158790402,0.088,0.401,5.3099125542651e-78
"LILRA5",3.70281669898529e-80,-5.35162713242166,0.008,0.249,5.07804282098842e-76
"CLIC1",1.0656355408055e-79,-1.1406330072499,0.522,0.786,1.46141258066066e-75
"MT-CO1",3.04780290189552e-79,-0.508704111492882,0.994,0.995,4.17975689965951e-75
"RNF130",2.60560506617325e-78,-3.18304554314355,0.05,0.329,3.57332678775e-74
"SRGN",3.11207927199937e-78,-1.54710632044751,0.507,0.704,4.26790551361994e-74
"CD79B",1.14307870710513e-77,-3.52034225144179,0.108,0.398,1.56761813892398e-73
"S100A11",1.99748641481315e-75,-2.01616597247583,0.429,0.638,2.73935286927475e-71
"CTSH",9.39256759383316e-75,-3.05291980498266,0.052,0.322,1.28809671981828e-70
"PILRA",8.31105766533403e-73,-4.52052998671311,0.012,0.24,1.13977844822391e-68
"TNFSF13B",1.8200787716109e-72,-3.45999223205246,0.043,0.3,2.49605602738719e-68
"C19orf38",2.41894640791129e-72,-5.93640464430882,0.004,0.219,3.31734310380954e-68
"IGSF6",3.67584594769069e-72,-5.44198064550922,0.007,0.226,5.04105513266302e-68
"C1orf162",1.2036287830938e-71,-1.80551232493638,0.242,0.557,1.65065651313483e-67
"APOBEC3A",8.31274828494083e-71,-4.78000362512216,0.019,0.248,1.14001029979679e-66
"MNDA",1.80731003739161e-70,-4.19337821883975,0.019,0.249,2.47854498527885e-66
"CPVL",2.92765654783551e-70,-4.66321695774488,0.013,0.234,4.01498818970162e-66
"LYN",6.64481809690764e-70,-3.19562823814775,0.04,0.29,9.11270353809914e-66
"NUP214",7.64421417805737e-70,-3.56774896317254,0.032,0.274,1.04832753237879e-65
"RP11-290F20.3",1.52748968125106e-69,-4.77673307687218,0.013,0.233,2.0947993488677e-65
"CD79A",4.02991468462523e-69,-4.8117732589554,0.046,0.287,5.52662499849503e-65
"HLA-DQA2",3.76766155448915e-68,-4.22858353608016,0.021,0.244,5.16697105582643e-64
"ALDH2",1.49734351125028e-67,-4.70295071781555,0.012,0.226,2.05345689132864e-63
"BLVRB",4.39327821428817e-66,-2.97853681416228,0.047,0.293,6.0249417430748e-62
"ARPC1B",3.03973510946742e-64,-1.11836251946757,0.69,0.815,4.16869272912362e-60
"MS4A7",7.72251727510626e-64,-4.46611685677694,0.02,0.231,1.05906601910807e-59
"ATP6V0B",2.16668598708475e-63,-1.91377265885888,0.205,0.491,2.97139316268802e-59
"FPR1",6.3513354316472e-63,-4.47063790270769,0.014,0.218,8.71022141096097e-59
"AP2S1",9.25035837955619e-63,-1.96694572444156,0.226,0.5,1.26859414817234e-58
"MS4A1",3.18217895326512e-62,-3.62573054617614,0.051,0.28,4.36404021650778e-58
"LRRC25",5.22629065737147e-62,-4.58693223933506,0.011,0.209,7.16733500751924e-58
"APLP2",9.59088255500407e-62,-2.71612974477009,0.054,0.296,1.31529363359326e-57
"STXBP2",4.15814443710755e-61,-2.37314578380935,0.122,0.385,5.70247928104929e-57
"CTSZ",5.14364800604296e-61,-3.80202488482041,0.018,0.222,7.05399887548732e-57
"PRELID1",5.33196857176074e-61,-1.49165112050567,0.349,0.61,7.31226169931268e-57
"SERF2",7.20775742435057e-61,-0.765486291563092,0.824,0.894,9.88471853175436e-57
"ACTB",3.7756685076542e-60,-0.694793001374908,0.994,0.992,5.17795179139696e-56
"KLF4",4.99018372658418e-60,-3.62819162958942,0.024,0.231,6.84353796263754e-56
"MAFB",7.24266956413365e-60,-4.7963675055016,0.01,0.2,9.93259704025288e-56
"MPEG1",8.11519192432682e-60,-3.95971365127364,0.016,0.215,1.11291742050218e-55
"FGL2",1.44262790937246e-59,-3.53829749307365,0.028,0.24,1.97841991491339e-55
"RGS2",1.46808369153509e-59,-2.08129652785646,0.152,0.422,2.01332997457122e-55
"PLAUR",1.48143487438757e-59,-3.49041062902164,0.024,0.231,2.03163978673511e-55
"CD37",5.89854991913182e-59,-1.15306375432672,0.714,0.835,8.08927135909738e-55
"STX11",7.66948873693181e-59,-3.25313743677437,0.033,0.249,1.05179368538283e-54
"CAPG",2.67070129829031e-58,-2.09808844823115,0.111,0.372,3.66259976047534e-54
"FCGR3A",5.11731809756896e-58,-3.40070082190344,0.078,0.311,7.01789003900607e-54
"S100A6",1.32847138550649e-57,-1.50404530709591,0.797,0.767,1.8218656580836e-53
"CSF3R",1.77312274060864e-57,-3.76769102150774,0.023,0.222,2.43166052647069e-53
"LYL1",2.3243143700857e-57,-3.40322389033864,0.023,0.224,3.18756472713553e-53
"ASGR1",3.75732795438274e-57,-7.29652947944202,0.001,0.17,5.15279955664049e-53
"SH3BGRL3",5.64327329832343e-56,-0.771208742367083,0.838,0.883,7.73918500132075e-52
"RNASE6",1.50949050562891e-55,-4.04889881723324,0.016,0.2,2.07011527941948e-51
"ARPC2",1.6131521373131e-55,-0.757171815536887,0.761,0.849,2.21227684111118e-51
"CEBPB",1.96465536735316e-55,-2.01643132805461,0.207,0.459,2.69432837078812e-51
"SMCO4",2.36744406615778e-55,-3.8059669376386,0.018,0.206,3.24671279232877e-51
"TGFBI",4.112249460723e-55,-3.499627247593,0.019,0.209,5.63953891043552e-51
"EFHD2",1.8647262741286e-54,-2.21443147699621,0.082,0.323,2.55728561233996e-50
"FKBP1A",2.97192796716076e-54,-1.39844928448439,0.36,0.588,4.07570201416426e-50
"ODF3B",4.534829047825e-54,-3.14029151213196,0.03,0.227,6.2190645561872e-50
"TBXAS1",4.84817294270894e-54,-3.21156757524803,0.026,0.22,6.64878437363104e-50
"IFNGR2",7.36846109258926e-54,-2.68708660052941,0.055,0.275,1.01051075423769e-49
"CTSB",1.09279109408463e-53,-2.30074273395718,0.089,0.328,1.49865370642766e-49
"ASAH1",5.11632438695494e-53,-2.16170872800965,0.133,0.377,7.01652726427e-49
"TSPO",5.41269063120526e-53,-1.48513232924288,0.372,0.6,7.4229639316349e-49
"RAB32",5.53496511049325e-53,-4.63767702604886,0.008,0.176,7.59065115253044e-49
"HVCN1",7.35786762201766e-53,-2.2798581957444,0.033,0.228,1.0090579656835e-48
"IGFBP7",1.18451912549787e-52,-5.35102225128806,0.009,0.176,1.62444952870778e-48
"S100A4",1.49468167991685e-52,-1.21260124815173,0.826,0.798,2.04980645583797e-48
"CYBB",3.42802195339354e-52,-3.42096425698441,0.022,0.206,4.7011893068839e-48
"POU2F2",8.61702007083802e-52,-2.61127752155193,0.06,0.275,1.18173813251473e-47
"FCGR2A",1.41481450678579e-51,-4.63659802405394,0.009,0.174,1.94027661460604e-47
"IRF8",1.78718474309761e-51,-3.61009838511174,0.025,0.209,2.45094515668407e-47
"ANXA2",3.66121946657608e-51,-1.44620060018054,0.33,0.562,5.02099637646243e-47
"PLBD1",5.86263870365531e-51,-4.54108303226387,0.011,0.177,8.04002271819289e-47
"TALDO1",7.8540285275657e-51,-1.66395194268141,0.254,0.504,1.07710147227036e-46
"MYL6",2.6844227727285e-50,-0.807144526798687,0.828,0.881,3.68141739051986e-46
"SCPEP1",6.94745176521119e-50,-2.92310204989082,0.045,0.243,9.52773535081063e-46
"SNX3",4.48266019286953e-49,-1.17440803309618,0.354,0.597,6.14752018850127e-45
"CPPED1",1.11219599979058e-48,-3.23728255606966,0.022,0.197,1.52526559411281e-44
"C5AR1",1.90459600967603e-48,-3.84401257713027,0.02,0.19,2.6119629676697e-44
"CD33",3.59982524938061e-48,-4.89883527001106,0.004,0.153,4.93680034700057e-44
"EIF4EBP1",1.0422501886341e-47,-2.67569319730268,0.036,0.224,1.4293419086928e-43
"SLC11A1",1.19130177356561e-47,-3.91225994801198,0.015,0.177,1.63375125226788e-43
"RBP7",1.33420757036799e-47,-7.18972341880976,0.001,0.143,1.82973226200265e-43
"AGTRAP",4.93910967868537e-47,-2.3338664539552,0.059,0.261,6.77349501334911e-43
"BTK",8.1822010175156e-47,-4.1990852288148,0.011,0.165,1.12210704754209e-42
"NCF1",2.89130273479438e-46,-2.59822231277881,0.072,0.273,3.96513257049701e-42
"NEAT1",5.00341406105306e-46,-1.10341255583496,0.583,0.706,6.86168204332816e-42
"LAT2",5.00990329523488e-46,-3.78270713075622,0.018,0.178,6.87058137908512e-42
"TCL1A",1.02032864868324e-45,-4.69959010214201,0.024,0.187,1.3992787088042e-41
"CTSD",3.96752779075477e-45,-1.78901189098701,0.136,0.364,5.4410676122411e-41
"CCL3",2.9979901816911e-44,-3.61006629286397,0.055,0.239,4.11144373517117e-40
"BID",3.08639531365841e-44,-1.98839772476598,0.105,0.324,4.23268253315115e-40
"LGALS9",3.97135886222276e-44,-2.05389843750722,0.079,0.286,5.44632154365229e-40
"H3F3A",9.0759470235714e-44,-1.29928638425904,0.269,0.519,1.24467537481258e-39
"SLC31A2",1.6249580570091e-43,-3.46585977689148,0.017,0.171,2.22846747938228e-39
"LINC00926",2.31744087573642e-43,-4.87129076246685,0.013,0.16,3.17813841698493e-39
"LILRB2",4.98784261269639e-43,-3.14068286119612,0.025,0.187,6.84032735905183e-39
"TIMP1",1.00876665351449e-42,-1.79560735257076,0.227,0.447,1.38342258862977e-38
"VPREB3",1.26250690200882e-42,-5.23779744082795,0.006,0.142,1.7314019654149e-38
"HHEX",1.01076456107337e-41,-4.10427821223254,0.012,0.153,1.38616251905603e-37
"CNPY3",1.35534160131303e-41,-1.62906135754606,0.172,0.402,1.85871547204069e-37
"TMEM176B",1.99503111813572e-41,-5.05047524854209,0.005,0.135,2.73598567541133e-37
"BST1",1.39522629879101e-40,-3.9916123599301,0.011,0.148,1.91341334616199e-36
"VSTM1",1.7129126451658e-40,-5.60981973444462,0.003,0.127,2.34908840158038e-36
"CSF1R",2.64855209543237e-40,-3.78876603487336,0.009,0.143,3.63222434367595e-36
"IFI6",3.13222710828841e-40,-1.12177632187447,0.3,0.522,4.29553625630673e-36
"YBX1",8.22144150197212e-40,-0.753496139962953,0.79,0.849,1.12748848758046e-35
"WARS",9.45171911621042e-40,-2.38989019922929,0.054,0.231,1.2962087595971e-35
"GPBAR1",1.80956949989605e-39,-4.52151922196259,0.006,0.134,2.48164361215744e-35
"ISG15",3.61615563835679e-39,-1.1172976760419,0.349,0.562,4.9591958424425e-35
"VCAN",4.18306540734133e-39,-3.01313199394402,0.026,0.178,5.7366558996279e-35
"BLVRA",5.57292615526382e-39,-2.16672445424328,0.094,0.291,7.64271092932881e-35
"GCA",5.83653588974093e-39,-2.2264150741861,0.051,0.222,8.0042253191907e-35
"HMOX1",7.83396914661057e-39,-4.18203962993077,0.009,0.139,1.07435052876617e-34
"RHOC",1.02068993867818e-38,-2.09040927931793,0.099,0.291,1.39977418190326e-34
"FOLR3",1.16799498922771e-38,-6.27315794888808,0.003,0.121,1.60178832822689e-34
