"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,3.79999718055627,0.886,0.099,0,"T_cells","CD3D"
0,2.46581261887413,0.867,0.191,0,"T_cells","IL32"
0,2.93482483264606,0.773,0.156,0,"T_cells","CD3E"
0,3.27254170540548,0.636,0.134,0,"T_cells","IL7R"
0,2.09841899861175,0.884,0.435,0,"T_cells","LDHB"
0,3.05998823019015,0.519,0.087,0,"T_cells","CD2"
0,2.20593207278966,0.561,0.131,0,"T_cells","LCK"
0,1.34645626483473,0.876,0.506,0,"T_cells","LTB"
0,1.1135963889025,0.538,0.172,0,"T_cells","CD7"
0,1.89695327977472,0.597,0.236,0,"T_cells","NOSIP"
0,1.40220742719628,0.661,0.301,0,"T_cells","AES"
0,0.554677401381438,0.809,0.45,0,"T_cells","PTPRCAP"
0,3.13103261667533,0.398,0.057,0,"T_cells","CD27"
0,1.00867372284548,0.692,0.365,0,"T_cells","GIMAP7"
0,3.14360359996181,0.371,0.045,0,"T_cells","CD3G"
0,1.06544432713754,0.665,0.381,0,"T_cells","EVL"
0,2.1295331720178,0.415,0.138,0,"T_cells","GIMAP5"
0,3.66080097725405,0.3,0.027,0,"T_cells","TRAT1"
0,2.12811185186154,0.378,0.107,0,"T_cells","PIK3IP1"
0,0.939343314156248,0.597,0.328,0,"T_cells","RARRES3"
0,1.53029416862229,0.415,0.148,0,"T_cells","PRDX2"
0,2.17777042780258,0.344,0.077,0,"T_cells","LAT"
0,3.87420411656506,0.29,0.026,0,"T_cells","AQP3"
0,2.41755475235318,0.331,0.069,0,"T_cells","SPOCK2"
0,0.846114897008959,0.597,0.339,0,"T_cells","IFITM1"
0,3.38525695107162,0.286,0.034,0,"T_cells","PRKCQ-AS1"
0,1.54178353336989,0.418,0.17,0,"T_cells","ACAP1"
0,2.33974815341515,0.311,0.064,0,"T_cells","CCR7"
0,0.786110779165842,0.554,0.311,0,"T_cells","IL2RG"
0,2.1231662911809,0.344,0.105,0,"T_cells","TCF7"
0,1.57102185564446,0.413,0.174,0,"T_cells","C12orf57"
0,1.7666815691333,0.401,0.167,0,"T_cells","DNAJB1"
0,1.0950477210681,0.76,0.528,0,"T_cells","ZFP36L2"
0,1.73623915784418,0.338,0.107,0,"T_cells","RGCC"
0,1.08723199248812,0.845,0.614,0,"T_cells","TMEM66"
0,1.06539186526484,0.489,0.258,0,"T_cells","PEBP1"
0,2.85792471190037,0.272,0.042,0,"T_cells","LEF1"
0,1.69822883344112,0.366,0.137,0,"T_cells","LEPROTL1"
0,0.843672335280189,0.782,0.553,0,"T_cells","HSPA8"
0,0.511963207615846,0.707,0.479,0,"T_cells","CXCR4"
0,1.63559266752554,0.332,0.105,0,"T_cells","OCIAD2"
0,0.957478428782814,0.466,0.24,0,"T_cells","CD69"
0,2.61673313926486,0.277,0.053,0,"T_cells","FLT3LG"
0,0.933743426202187,0.528,0.312,0,"T_cells","TMEM123"
0,0.978606699504075,0.583,0.367,0,"T_cells","TRAF3IP3"
0,0.854024014536422,0.836,0.621,0,"T_cells","RPSAP58"
0,1.29873897038928,0.348,0.138,0,"T_cells","RHOH"
0,0.72701486624022,0.738,0.531,0,"T_cells","HINT1"
0,1.11177300410003,0.555,0.35,0,"T_cells","GIMAP4"
0,0.67452226646387,0.734,0.533,0,"T_cells","EIF4A2"
0,1.30690358472523,0.37,0.17,0,"T_cells","ARHGAP15"
0,0.481442446349917,0.335,0.14,0,"T_cells","GZMM"
0,0.81358109745293,0.6,0.412,0,"T_cells","SOD1"
0,0.946813208934671,0.915,0.732,0,"T_cells","NPM1"
0,1.0740224896094,0.375,0.198,0,"T_cells","GYPC"
0,1.26325938590718,0.343,0.167,0,"T_cells","MZT2A"
0,1.0103891194353,0.332,0.157,0,"T_cells","BIN1"
0,0.702707979438816,0.648,0.478,0,"T_cells","SNRPD2"
0,0.521358286633638,0.755,0.588,0,"T_cells","CALM1"
0,0.980436504358625,0.393,0.227,0,"T_cells","PPA1"
0,0.626146620521595,0.446,0.283,0,"T_cells","FYB"
0,1.15297125627623,0.335,0.173,0,"T_cells","DUSP2"
0,0.620971463388472,0.889,0.727,0,"T_cells","DDX5"
0,1.04211179760938,0.399,0.24,0,"T_cells","NDFIP1"
0,0.827947821930582,0.436,0.277,0,"T_cells","BTG2"
0,1.27744274651724,0.317,0.159,0,"T_cells","PPP2R5C"
0,0.82098313516483,0.816,0.659,0,"T_cells","JUN"
0,1.2521747829491,0.258,0.102,0,"T_cells","PIM1"
0,0.771943782964189,0.618,0.462,0,"T_cells","C6orf48"
0,0.788278908090102,0.449,0.294,0,"T_cells","CMPK1"
0,1.13153346236706,0.305,0.15,0,"T_cells","SEPT1"
0,0.848893564402078,0.362,0.212,0,"T_cells","ANKRD12"
0,0.616921160446306,0.879,0.735,0,"T_cells","RPL22"
0,0.971508846401362,0.322,0.179,0,"T_cells","TNFAIP8"
0,1.16785920037117,0.318,0.177,0,"T_cells","SLC2A3"
0,0.629197957880404,0.899,0.759,0,"T_cells","GLTSCR2"
0,0.450824412914191,0.939,0.8,0,"T_cells","MYL12A"
0,1.10857049994017,0.251,0.118,0,"T_cells","PSIP1"
0,0.572035895424026,0.663,0.531,0,"T_cells","COMMD6"
0,0.577855509568395,0.927,0.795,0,"T_cells","RPS21"
0,0.565869818704978,0.838,0.711,0,"T_cells","TOMM7"
0,0.98324520313297,0.985,0.86,0,"T_cells","RPS29"
0,0.70811056598178,0.937,0.817,0,"T_cells","BTG1"
0,0.732500017482569,0.969,0.853,0,"T_cells","RPS26"
0,0.526229397123084,0.94,0.839,0,"T_cells","RPL38"
0,0.712085019183269,0.954,0.854,0,"T_cells","RPL36A"
0,0.491459545566439,0.934,0.835,0,"T_cells","EEF1B2"
0,0.485235400746733,0.926,0.844,0,"T_cells","RPS4Y1"
0,0.782477193316581,0.985,0.912,0,"T_cells","RPLP0"
0,0.813704188063363,0.992,0.92,0,"T_cells","RPSA"
0,0.806901133744818,0.987,0.917,0,"T_cells","RPS20"
0,0.39073671680797,0.983,0.921,0,"T_cells","RPL37"
0,0.34856556947995,0.957,0.898,0,"T_cells","HNRNPA1"
0,0.63795523407769,0.985,0.928,0,"T_cells","RPL36"
0,0.371302584605642,0.98,0.927,0,"T_cells","RPL37A"
0,0.451601607023609,0.977,0.925,0,"T_cells","RPL24"
0,0.886571663667436,0.996,0.945,0,"T_cells","RPL31"
0,1.04873348181308,0.997,0.947,0,"T_cells","RPS27A"
0,0.671759463500912,0.933,0.883,0,"T_cells","RPL34"
0,0.335243321838857,0.988,0.94,0,"T_cells","HLA-A"
0,0.461153676172357,0.98,0.932,0,"T_cells","RPL27"
0,0.613803875635071,0.994,0.951,0,"T_cells","RPL5"
0,0.873536566732302,0.997,0.955,0,"T_cells","RPL9"
0,0.537768849876525,0.985,0.944,0,"T_cells","RPL4"
0,0.702400918681168,0.986,0.947,0,"T_cells","RPS13"
0,0.607691402920834,0.98,0.942,0,"T_cells","RPL17"
0,0.602505951295165,0.991,0.954,0,"T_cells","RPS10"
0,0.955085383651466,0.998,0.962,0,"T_cells","RPS25"
0,0.93955973840669,0.923,0.887,0,"T_cells","JUNB"
0,0.402573448841816,0.987,0.954,0,"T_cells","RPL35"
0,0.48670548165503,0.994,0.961,0,"T_cells","RPS5"
0,0.584997519154069,0.985,0.953,0,"T_cells","RPL7"
0,0.779354397915451,0.999,0.969,0,"T_cells","RPL30"
0,0.606380958411815,0.999,0.97,0,"T_cells","RPL35A"
0,0.819717318451358,0.994,0.965,0,"T_cells","RPS3A"
0,0.488544513565992,0.996,0.967,0,"T_cells","RPS23"
0,0.601710108311761,0.988,0.959,0,"T_cells","RPS28"
0,0.483074079086501,0.998,0.971,0,"T_cells","RPS16"
0,0.454127785541099,0.996,0.969,0,"T_cells","RPL18"
0,0.804365029038823,0.998,0.974,0,"T_cells","RPS15A"
0,0.386358162133484,0.989,0.966,0,"T_cells","RPL7A"
0,0.782870723930428,0.996,0.974,0,"T_cells","TPT1"
0,0.438125341457786,0.999,0.979,0,"T_cells","RPS7"
0,0.486404143535046,0.996,0.977,0,"T_cells","RPS8"
0,0.665708243883913,0.999,0.98,0,"T_cells","RPL27A"
0,0.768294763411271,1,0.981,0,"T_cells","RPL23A"
0,0.573298738285223,0.996,0.978,0,"T_cells","RPL14"
0,0.567555046105707,0.995,0.977,0,"T_cells","RPL10A"
0,0.653842259796783,1,0.984,0,"T_cells","RPLP2"
0,0.90647487473806,1,0.986,0,"T_cells","RPS12"
0,0.75070713982406,0.999,0.986,0,"T_cells","RPL21"
0,0.38441284550082,0.998,0.985,0,"T_cells","RPS15"
0,0.820055459342188,0.999,0.987,0,"T_cells","RPS27"
0,0.621548203832537,0.997,0.985,0,"T_cells","EEF1A1"
0,0.583119717525217,0.999,0.987,0,"T_cells","RPS4X"
0,0.330197820926848,0.999,0.988,0,"T_cells","RPS19"
0,0.403010159121092,0.999,0.989,0,"T_cells","RPL19"
0,0.668836304260051,1,0.991,0,"T_cells","RPS14"
0,0.822503552183276,1,0.991,0,"T_cells","RPS3"
0,0.329669320390649,0.998,0.989,0,"T_cells","RPL6"
0,0.738178186551979,1,0.992,0,"T_cells","RPS6"
0,0.520068570086562,0.999,0.992,0,"T_cells","RPL32"
0,0.335598262518039,1,0.993,0,"T_cells","RPS2"
0,0.432191541341021,0.999,0.993,0,"T_cells","RPL11"
0,0.571330066567164,1,0.994,0,"T_cells","RPL13"
0,0.775994427032817,0.999,0.993,0,"T_cells","RPL3"
0,0.251438190074804,0.998,0.993,0,"T_cells","RPL15"
0,0.618081128361897,0.999,0.995,0,"T_cells","RPS18"
0,0.384439625251481,1,0.996,0,"T_cells","RPL10"
0,0.323188834054131,0.999,0.995,0,"T_cells","RPLP1"
0,0.540172356469887,1,0.998,0,"T_cells","RPL13A"
0,0.809765762422458,1,0.999,0,"T_cells","MALAT1"
0,0.3005667072704,1,0.999,0,"T_cells","B2M"
2.22044604925031e-16,0.551122805836342,0.395,0.231,3.04511971194188e-12,"T_cells","STK17A"
1.33226762955019e-15,0.503171535030417,0.521,0.381,1.82707182716513e-11,"T_cells","VAMP2"
1.99840144432528e-15,0.879976426076652,0.269,0.143,2.74060774074769e-11,"T_cells","TECR"
2.22044604925031e-15,0.722067271939236,0.439,0.305,3.04511971194188e-11,"T_cells","MZT2B"
3.77475828372553e-15,0.399864463495839,0.483,0.34,5.1767035103012e-11,"T_cells","RGS10"
6.43929354282591e-15,0.434207712294073,0.797,0.703,8.83084716463145e-11,"T_cells","TSC22D3"
1.06581410364015e-14,0.517266331947248,0.31,0.183,1.4616574617321e-10,"T_cells","TUBA4A"
1.77635683940025e-14,0.742065663384619,0.291,0.166,2.4360957695535e-10,"T_cells","CDC42SE2"
5.30686605770825e-14,0.674170110224598,0.51,0.382,7.27783611154109e-10,"T_cells","COX6C"
3.40838468559923e-13,0.995816187478133,0.28,0.17,4.67425875783078e-09,"T_cells","CITED2"
8.59756710269721e-13,0.34820806591713,0.75,0.638,1.1790703524639e-08,"T_cells","COX7C"
8.92619311798626e-13,0.344293048364217,0.797,0.708,1.22413812420064e-08,"T_cells","RPL36AL"
2.18158824338843e-12,0.537420079330377,0.544,0.418,2.9918301169829e-08,"T_cells","SRSF7"
4.93716179050807e-12,0.614151393575512,0.25,0.139,6.77082367950277e-08,"T_cells","ARL4C"
1.71991310082831e-11,0.635136576858932,0.457,0.341,2.35868882647594e-07,"T_cells","ST13"
2.04873895626179e-11,0.632762263191643,0.255,0.151,2.80964060461741e-07,"T_cells","SBDS"
2.34641195362428e-11,0.400854809679084,0.728,0.61,3.21786935320034e-07,"T_cells","TMA7"
4.26676471931842e-11,0.857952749643987,0.365,0.261,5.85144113607328e-07,"T_cells","CCL5"
4.51232384790501e-11,0.712210243523224,0.259,0.155,6.18820092501693e-07,"T_cells","HSPE1"
8.11579692339137e-11,0.284082673978279,0.333,0.224,1.11300039007389e-06,"T_cells","PPP1R2"
1.0261369531861e-10,0.441365938049194,0.519,0.407,1.40724421759941e-06,"T_cells","SKP1"
1.27253541037931e-10,0.447768282261004,0.606,0.492,1.74515506179418e-06,"T_cells","GSTK1"
3.1293301283597e-10,0.477229636846766,0.472,0.346,4.29156333803249e-06,"T_cells","CCND3"
4.4036374546863e-10,0.428557258544638,0.586,0.492,6.0391484053568e-06,"T_cells","RPL41"
4.6910897388841e-10,0.589154489568581,0.364,0.258,6.43336046790566e-06,"T_cells","SON"
5.6461324504653e-10,0.501637866056158,0.276,0.168,7.74310604256812e-06,"T_cells","TSTD1"
6.09436279219722e-10,0.599237011051781,0.342,0.24,8.35780913321926e-06,"T_cells","C9orf78"
8.0271655988895e-10,0.428904721714723,0.391,0.286,1.10084549023171e-05,"T_cells","CYTIP"
8.34948998829077e-10,0.554875191644507,0.486,0.377,1.1450490569942e-05,"T_cells","CUTA"
3.00361802096916e-09,0.686525782462858,0.281,0.191,4.1191617539571e-05,"T_cells","ARHGEF1"
3.47921291776743e-09,0.494818922878651,0.457,0.354,4.77139259542625e-05,"T_cells","UXT"
5.30781241181444e-09,0.404651589012834,0.785,0.68,7.27913394156232e-05,"T_cells","FXYD5"
7.20832837863838e-09,0.599504900067146,0.368,0.276,9.88550153846468e-05,"T_cells","GIMAP1"
1.70745968475217e-08,0.566222844233095,0.288,0.19,0.000234161021166912,"T_cells","KRT10"
1.94950209309042e-08,0.713803479093814,0.293,0.203,0.00026735471704642,"T_cells","SNHG8"
3.21245781087498e-08,0.428932467935556,0.443,0.346,0.000440556464183395,"T_cells","NDUFS5"
5.5764363793287e-08,0.547150016709377,0.468,0.368,0.000764752485061138,"T_cells","UBE2D2"
6.03939587229263e-08,0.413595421968407,0.348,0.249,0.000828242749926211,"T_cells","TBC1D10C"
6.83397258782747e-08,0.380198845905112,0.32,0.231,0.00093721100069466,"T_cells","FUS"
7.70160921703678e-08,0.66672322088874,0.366,0.282,0.00105619868802442,"T_cells","CCDC109B"
8.87493849521803e-08,0.306352968976034,0.638,0.542,0.0012171090652342,"T_cells","ANXA1"
9.45985201283861e-08,0.452657852956531,0.322,0.234,0.00129732410504069,"T_cells","C19orf60"
1.01005825037248e-07,0.271555216957604,0.583,0.47,0.00138519388456082,"T_cells","HMGN1"
1.13719232031073e-07,0.443880401441149,0.251,0.171,0.00155954554807414,"T_cells","BUB3"
1.15040228232388e-07,0.251976209024995,0.387,0.284,0.00157766168997897,"T_cells","SEPT7"
1.44425972514739e-07,0.568889999357006,0.284,0.2,0.00198065778706713,"T_cells","EEF1G"
1.66163580672674e-07,0.742313336962432,0.371,0.287,0.00227876734534505,"T_cells","SRP9"
1.72049400504193e-07,0.643186837878444,0.497,0.408,0.0023594854785145,"T_cells","ARL6IP5"
2.33453768982983e-07,0.291968798045193,0.612,0.514,0.00320158498783263,"T_cells","OST4"
3.61994065611881e-07,0.464015289905626,0.356,0.261,0.00496438661580134,"T_cells","LITAF"
3.62668660214283e-07,0.661454749881466,0.272,0.192,0.00497363800617867,"T_cells","DDX24"
4.55192428416851e-07,0.544839540164131,0.329,0.244,0.00624250896330869,"T_cells","YWHAQ"
1.28291645484779e-06,0.526357354269625,0.259,0.179,0.0175939162617826,"T_cells","DDIT4"
1.34434951459816e-06,0.667840913933457,0.292,0.217,0.0184364092431992,"T_cells","PCNP"
1.45370376536391e-06,0.299003234702662,0.918,0.865,0.0199360934382007,"T_cells","MT-ND2"
1.84647457790454e-06,0.41090758485839,0.505,0.412,0.0253225523613829,"T_cells","CD44"
2.00102687641923e-06,0.551324460099033,0.274,0.2,0.0274420825832133,"T_cells","EIF4B"
2.35877634957582e-06,0.518001828903042,0.277,0.2,0.0323482588580828,"T_cells","SSBP1"
2.51853949917447e-06,0.381493171804018,0.451,0.373,0.0345392506916786,"T_cells","MIF"
2.74926871113301e-06,0.469988360487073,0.41,0.336,0.0377034711044781,"T_cells","EIF3E"
2.94315981430593e-06,0.416780358043669,0.373,0.298,0.0403624936933915,"T_cells","SEPT9"
3.67673420753611e-06,0.597844046594097,0.291,0.218,0.0504227329221503,"T_cells","RWDD1"
3.79407924544495e-06,0.337678782460313,0.449,0.362,0.052032002772032,"T_cells","PTGES3"
4.56099005452515e-06,0.357383597935268,0.432,0.348,0.0625494176077579,"T_cells","SPCS1"
6.05774392958836e-06,0.580892061160445,0.283,0.214,0.0830759002503747,"T_cells","SUN2"
6.34749986616612e-06,0.416296975879708,0.305,0.231,0.0870496131646021,"T_cells","TOMM20"
6.41892105046615e-06,0.565323216593543,0.299,0.228,0.0880290832860928,"T_cells","CCNL1"
6.92993236683925e-06,0.597980924672969,0.264,0.199,0.0950370924788335,"T_cells","IK"
1.05943892105831e-05,0.507564257997747,0.264,0.19,0.145291453633936,"T_cells","TERF2IP"
1.36998932056542e-05,0.397024146220612,0.322,0.252,0.187880335422342,"T_cells","PSMC5"
1.65703385290872e-05,0.265338217560762,0.41,0.33,0.227245622587902,"T_cells","PNISR"
2.05153637464761e-05,0.351814583606053,0.403,0.328,0.281347698419173,"T_cells","DAD1"
2.48183553259729e-05,0.326209656911578,0.513,0.452,0.340358924940392,"T_cells","RAN"
2.95788047730561e-05,0.380923498692571,0.36,0.291,0.405643728657691,"T_cells","RSL1D1"
3.38016841290312e-05,0.42059541718292,0.257,0.192,0.463556296145534,"T_cells","HMHA1"
3.93586602849272e-05,0.293362781023462,0.446,0.382,0.539764667147491,"T_cells","MORF4L1"
3.99209424615243e-05,0.352205906200572,0.488,0.416,0.547475804917345,"T_cells","HNRNPA0"
9.32517526477383e-05,0.34326424044703,0.558,0.492,1,"T_cells","NDUFA4"
9.61909885475176e-05,0.513839055627747,0.283,0.221,1,"T_cells","SEPW1"
0.000115489434230565,0.396619315435922,0.335,0.274,1,"T_cells","SF1"
0.000127221841346392,0.350352744616383,0.376,0.315,1,"T_cells","CNN2"
0.000139104014210689,0.277429349927071,0.444,0.374,1,"T_cells","CIB1"
0.000153958158172873,0.470749495503701,0.411,0.347,1,"T_cells","HNRNPF"
0.000155814306313617,0.331299242968443,0.4,0.342,1,"T_cells","C1QBP"
0.000182013246047052,0.406114779260839,0.27,0.212,1,"T_cells","KMT2E"
0.000189737259360223,0.43240707474688,0.252,0.197,1,"T_cells","SIGIRR"
0.000204109619881487,0.563478443745207,0.288,0.235,1,"T_cells","S1PR4"
0.000246726062954172,0.278331625872441,0.259,0.2,1,"T_cells","MED10"
0.000388254242993602,0.40630243702223,0.306,0.254,1,"T_cells","ABRACL"
0.000496341903156283,0.296934128807676,0.339,0.281,1,"T_cells","ATPIF1"
0.000583510334732473,0.524640941360751,0.266,0.219,1,"T_cells","KHDRBS1"
0.00060068528687629,0.262557641959333,0.721,0.65,1,"T_cells","CNBP"
0.00074104749304249,0.262080390208455,0.391,0.339,1,"T_cells","YWHAZ"
0.00087723323165001,0.363162068500131,0.351,0.3,1,"T_cells","XRCC6"
0.00139076230783486,0.429139999994693,0.338,0.283,1,"T_cells","RBMX"
0.0018538705280029,0.283996730841485,0.479,0.429,1,"T_cells","PTPRC"
0.0018801597150242,0.36324931824026,0.262,0.214,1,"T_cells","PA2G4"
0.00241200191905455,0.400598978803293,0.292,0.248,1,"T_cells","ANXA11"
0.00273352863997323,0.414494077580526,0.295,0.252,1,"T_cells","RPL39"
0.00298804616496273,0.263691087143754,0.403,0.35,1,"T_cells","TRMT112"
0.00329787469623111,0.436092519203179,0.252,0.21,1,"T_cells","TAP1"
0.00330750904765198,0.33070710267632,0.266,0.222,1,"T_cells","IDS"
0.00380004486751351,0.305190673565123,0.258,0.216,1,"T_cells","CELF2"
0.00507630436855178,0.29976764779353,0.252,0.213,1,"T_cells","SSB"
0.00510819247716765,0.350334659084121,0.363,0.32,1,"T_cells","PLP2"
0.00528493683904063,0.352707187755064,0.281,0.239,1,"T_cells","DUT"
0.00627552656520969,0.435599413938592,0.26,0.217,1,"T_cells","TMEM14B"
0.00904593299186351,0.361580349385071,0.298,0.253,1,"T_cells","FBL"
0.00991443227049715,0.268205501303519,0.26,0.221,1,"T_cells","XRCC5"
0,6.49152340142934,0.937,0.046,0,"B_cell","CD79A"
0,5.41427684548672,0.862,0.056,0,"B_cell","MS4A1"
0,4.54918125995857,0.916,0.145,0,"B_cell","CD79B"
0,3.90210228521212,0.886,0.122,0,"B_cell","HLA-DQA1"
0,3.94086494506338,0.862,0.151,0,"B_cell","HLA-DQB1"
0,2.21843297037357,0.982,0.384,0,"B_cell","HLA-DRB1"
0,6.31127741583827,0.619,0.025,0,"B_cell","TCL1A"
0,2.20718957692038,0.853,0.279,0,"B_cell","HLA-DRB5"
0,2.14493214648658,0.982,0.423,0,"B_cell","HLA-DPA1"
0,6.80470111726681,0.559,0.013,0,"B_cell","LINC00926"
0,2.49632849591886,0.985,0.451,0,"B_cell","HLA-DPB1"
0,2.84746992469146,1,0.497,0,"B_cell","HLA-DRA"
0,6.91808078872568,0.498,0.007,0,"B_cell","VPREB3"
0,2.51866789699186,0.694,0.204,0,"B_cell","HLA-DMA"
0,3.81173552107923,0.529,0.066,0,"B_cell","HLA-DQA2"
0,4.51851684911518,0.489,0.038,0,"B_cell","BANK1"
0,2.93976581727852,0.556,0.127,0,"B_cell","HLA-DMB"
0,3.3409853489992,0.492,0.07,0,"B_cell","HVCN1"
0,5.97092796171758,0.381,0.01,0,"B_cell","FCER2"
0,2.00166004713919,0.474,0.151,0,"B_cell","LY86"
0,5.92404390926674,0.312,0.008,0,"B_cell","TSPAN13"
0,3.3322008091639,0.372,0.073,0,"B_cell","IRF8"
0,6.71614856799513,0.303,0.006,0,"B_cell","FCRLA"
0,3.822100655382,0.351,0.058,0,"B_cell","EAF2"
0,3.62977612156765,0.318,0.026,0,"B_cell","PDLIM1"
0,2.1356015050547,0.468,0.177,0,"B_cell","SNX2"
0,5.53778963412164,0.297,0.011,0,"B_cell","HLA-DOB"
0,4.17889259797477,0.3,0.026,0,"B_cell","CD40"
0,4.49832193468107,0.291,0.019,0,"B_cell","GNG7"
0,1.71157243285879,0.502,0.232,0,"B_cell","SNHG7"
0,5.43278675210378,0.279,0.009,0,"B_cell","PKIG"
0,4.63688962335843,0.285,0.016,0,"B_cell","BLK"
0,0.791059219196626,0.937,0.67,0,"B_cell","LTB"
0,3.17820806105613,0.324,0.059,0,"B_cell","CYB561A3"
0,1.93888163338265,0.396,0.132,0,"B_cell","NCF1"
0,3.62317116272346,0.306,0.047,0,"B_cell","PPAPDC1B"
0,1.40531515338194,0.685,0.43,0,"B_cell","ISG20"
0,3.15811319795662,0.324,0.07,0,"B_cell","SMIM14"
0,5.2817369749006,0.264,0.014,0,"B_cell","CD72"
0,4.72719532617739,0.27,0.022,0,"B_cell","P2RX5"
0,1.25274832847827,0.814,0.57,0,"B_cell","CXCR4"
0,5.43824612174061,0.252,0.01,0,"B_cell","SPIB"
0,3.59538529022387,0.285,0.046,0,"B_cell","MARCH1"
0,3.62776021648755,0.27,0.038,0,"B_cell","QRSL1"
0,1.79026506774731,0.408,0.179,0,"B_cell","FAIM3"
0,3.05603746461973,0.291,0.062,0,"B_cell","PLEKHF2"
0,0.793880124984639,0.841,0.613,0,"B_cell","PTPRCAP"
0,2.05383627085966,0.967,0.741,0,"B_cell","CD37"
0,3.52500795465783,0.267,0.043,0,"B_cell","MEF2C"
0,2.78692423351397,0.255,0.069,0,"B_cell","LAT2"
0,2.97211957479855,1,0.822,0,"B_cell","CD74"
0,1.80518904171963,0.3,0.122,0,"B_cell","SYPL1"
0,2.04539267929802,0.267,0.104,0,"B_cell","STX7"
0,0.666894419022902,0.754,0.644,0,"B_cell","LIMD2"
0,1.10383655261122,0.868,0.782,0,"B_cell","LAPTM5"
0,0.593768288427351,0.955,0.886,0,"B_cell","CD52"
0,0.713415869234757,0.991,0.943,0,"B_cell","RPS11"
0,0.45724429686311,0.988,0.954,0,"B_cell","RPSA"
0,0.583192299936144,1,0.976,0,"B_cell","RPS5"
0,0.646109247510982,1,0.98,0,"B_cell","RPS23"
0,0.449919299646373,0.997,0.978,0,"B_cell","GNB2L1"
0,0.4492660449265,1,0.986,0,"B_cell","RPS8"
0,0.444490682943919,1,0.986,0,"B_cell","RPL8"
0,0.367097185061587,0.997,0.985,0,"B_cell","RPL10A"
0,0.3904176255312,0.994,0.982,0,"B_cell","RPL18"
0,0.601633996791433,1,0.993,0,"B_cell","RPL18A"
0,0.351614046690337,0.997,0.991,0,"B_cell","RPL12"
0,0.382292846145544,1,0.995,0,"B_cell","RPL15"
0,0.369757312512754,0.997,0.993,0,"B_cell","RPS27"
0,0.416382325635957,1,0.999,0,"B_cell","RPL13A"
2.22044604925031e-16,1.6459517428009,0.261,0.111,3.04511971194188e-12,"B_cell","BIRC3"
2.22044604925031e-16,0.494456511233282,0.916,0.858,3.04511971194188e-12,"B_cell","RPS21"
2.22044604925031e-16,0.335677872926756,0.997,0.985,3.04511971194188e-12,"B_cell","RPL29"
2.66453525910038e-15,0.326815245032247,0.997,0.975,3.65414365433026e-11,"B_cell","RPL9"
3.5527136788005e-15,0.293760582351063,1,0.99,4.87219153910701e-11,"B_cell","RPL23A"
3.5527136788005e-15,0.266207661226908,1,0.997,4.87219153910701e-11,"B_cell","RPS18"
4.66293670342566e-15,0.312435017470247,0.994,0.983,6.39475139507795e-11,"B_cell","FAU"
1.02140518265514e-14,1.01383279280549,0.583,0.45,1.40075506749326e-10,"B_cell","SNX3"
1.82076576038526e-14,0.25857772147806,0.994,0.976,2.49699816379234e-10,"B_cell","RPL7A"
5.10702591327572e-14,1.60057938494823,0.261,0.122,7.00377533746632e-10,"B_cell","PRKCB"
5.37347943918576e-14,0.348177645857628,0.997,0.964,7.36918970289935e-10,"B_cell","RPS13"
7.70494779089859e-14,0.250529053598886,1,0.994,1.05665654004383e-09,"B_cell","RPL19"
8.03801469828613e-14,0.526352825002276,0.916,0.884,1.10233333572296e-09,"B_cell","EEF1B2"
9.03721542044877e-14,1.2641753817512,0.366,0.21,1.23936372276034e-09,"B_cell","FAM26F"
1.14130926931466e-13,0.618974743054053,0.865,0.833,1.56519153193813e-09,"B_cell","EEF2"
2.24709140184132e-13,0.259312319677691,0.997,0.992,3.08166114848518e-09,"B_cell","RPLP2"
3.71702668644502e-13,0.28371435078406,1,0.992,5.09753039779071e-09,"B_cell","RPL21"
6.19726492345762e-13,0.728750674963327,0.577,0.441,8.49892911602979e-09,"B_cell","PLAC8"
6.91890988946398e-13,0.257950667119645,1,0.993,9.4885930224109e-09,"B_cell","RPS19"
1.69175784492381e-12,0.336039934144175,0.976,0.953,2.32007670852852e-08,"B_cell","RPL37A"
1.99706917669573e-12,1.13078750928312,0.48,0.33,2.73878066892053e-08,"B_cell","POLD4"
5.39057687376499e-12,0.399613223538491,0.889,0.826,7.3926371246813e-08,"B_cell","GLTSCR2"
8.29714075223364e-12,1.61780791137677,0.324,0.182,1.13786988276132e-07,"B_cell","RPL22L1"
8.73678906998521e-12,1.26027925404762,0.342,0.205,1.19816325305777e-07,"B_cell","SEC62"
1.20345955423318e-11,0.257502922700565,0.979,0.974,1.65042443267538e-07,"B_cell","RPS10"
2.70146127689941e-11,0.307041817825475,0.967,0.952,3.70478399513985e-07,"B_cell","RPL37"
4.74897898783411e-11,0.28329987334337,0.988,0.972,6.5127497839157e-07,"B_cell","RPL5"
9.89976989274055e-11,0.29692699263159,0.979,0.97,1.35765444309044e-06,"B_cell","RPL35"
1.6886780862535e-10,0.764426628942271,0.48,0.357,2.31585312748805e-06,"B_cell","PNISR"
2.08205674923079e-10,0.28254500748102,0.991,0.979,2.8553326258951e-06,"B_cell","RPS3A"
2.20290674590728e-10,1.16356167672931,0.324,0.2,3.02106631133725e-06,"B_cell","RCSD1"
3.86191301160466e-10,0.291247292951813,0.976,0.955,5.29622750411463e-06,"B_cell","RPL27"
